Gender,GivenName,Surname,Birthday,StreetAddress,EmailAddress,Centimeters,FeetInches
female,Jacqueline,Douffet,6/2/1942,"64 rue Goya",JacquelineDouffet@cuvox.de,156,"5' 1"""
female,Bradamate,Parrot,10/28/1974,"16 rue des Chaligny",BradamateParrot@fleckens.hu,155,"5' 1"""
male,Troy,Lafrenière,12/23/1962,"53 rue Porte d'Orange",TroyLafreniere@jourrapide.com,185,"6' 1"""
female,Chantal,Garreau,1/3/1984,"81 Place de la Gare",ChantalGarreau@teleworm.us,155,"5' 1"""
male,Robert,Huard,11/27/1942,"8 rue de Raymond Poincaré",RobertHuard@einrot.com,184,"6' 0"""
female,Laetitia,Labrosse,2/9/1976,"60 rue des six frères Ruellan",LaetitiaLabrosse@rhyta.com,156,"5' 1"""
female,Vedette,Legault,2/17/1988,"54 rue des Dunes",VedetteLegault@dayrep.com,155,"5' 1"""
female,Amorette,Vaillancour,1/1/1974,"94 rue de l'Aigle",AmoretteVaillancour@superrito.com,166,"5' 5"""
female,Simone,Marcil,9/30/1962,"13 Rue de la Pompe",SimoneMarcil@fleckens.hu,153,"5' 0"""
female,Lucille,Faucher,5/1/1971,"92 rue du Faubourg National",LucilleFaucher@armyspy.com,161,"5' 3"""
female,Jewel,Dubé,10/23/1990,"90 avenue de Provence",JewelDube@einrot.com,158,"5' 2"""
female,Astrid,Méthot,2/1/1997,"59 rue de Raymond Poincaré",AstridMethot@superrito.com,163,"5' 4"""
female,Logistilla,Legault,9/5/1975,"7 place Maurice-Charretier",LogistillaLegault@superrito.com,163,"5' 4"""
female,Yseult,Potvin,7/22/1939,"38 Rue Roussy",YseultPotvin@armyspy.com,160,"5' 3"""
male,Théophile,DuLin,4/7/1987,"49 rue Gouin de Beauchesne",TheophileDuLin@einrot.com,189,"6' 2"""
female,Cher,Martin,11/8/1957,"90 rue Ernest Renan",CherMartin@armyspy.com,152,"5' 0"""
male,Théodore,Chalut,7/10/1983,"28 rue Banaudon",TheodoreChalut@cuvox.de,184,"6' 0"""
male,Gano,Dumoulin,8/28/1957,"78 rue du Général Ailleret",GanoDumoulin@fleckens.hu,182,"6' 0"""
female,Belisarda,Doiron,6/29/1939,"6 cours Franklin Roosevelt",BelisardaDoiron@einrot.com,160,"5' 3"""
female,Comforte,Barrette,5/7/1940,"64 Chemin Du Lavarin Sud",ComforteBarrette@teleworm.us,154,"5' 1"""
female,Élisabeth,Chevrette,7/30/1942,"54 route de Lyon",ElisabethChevrette@cuvox.de,160,"5' 3"""
female,Laverne,Goulet,3/23/1932,"19 Place Charles de Gaulle",LaverneGoulet@superrito.com,156,"5' 1"""
male,Francis,Laboissonnière,2/19/1965,"7 Rue de Verdun",FrancisLaboissonniere@gustr.com,188,"6' 2"""
female,Anne,Dumoulin,3/30/1952,"27 Rue Roussy",AnneDumoulin@superrito.com,152,"5' 0"""
male,Satordi,Hughes,1/21/1976,"42 rue du Paillle en queue",SatordiHughes@dayrep.com,184,"6' 0"""
male,Landers,Aubé,4/8/1963,"81 rue Ernest Renan",LandersAube@einrot.com,183,"6' 0"""
male,Sumner,Devost,6/10/1963,"81 rue Cazade",SumnerDevost@gustr.com,184,"6' 0"""
male,Nicolas,Guédry,2/10/1971,"62 place Maurice-Charretier",NicolasGuedry@teleworm.us,182,"6' 0"""
female,Albertine,Chrétien,1/2/2000,"26 boulevard Albin Durand",AlbertineChretien@teleworm.us,160,"5' 3"""
female,Clarimunda,Aubé,3/2/1997,"16 cours Jean Jaures",ClarimundaAube@dayrep.com,154,"5' 1"""
female,Isabelle,Miron,4/9/1982,"34 avenue Voltaire",IsabelleMiron@cuvox.de,161,"5' 3"""
female,Solaine,Masson,5/21/1980,"11 rue du Fossé des Tanneurs",SolaineMasson@gustr.com,163,"5' 4"""
male,Charles,Dennis,3/12/1934,"86 cours Franklin Roosevelt",CharlesDennis@gustr.com,182,"6' 0"""
male,Roland,Lemieux,9/22/1963,"97 rue de Geneve",RolandLemieux@rhyta.com,183,"6' 0"""
female,Zurie,Maheu,11/25/1962,"35 rue Victor Hugo",ZurieMaheu@dayrep.com,153,"5' 0"""
female,Vignette,Soucy,8/26/1948,"98 Avenue des Tuileries",VignetteSoucy@gustr.com,163,"5' 4"""
female,Blanche,Despins,12/5/1952,"71 rue Nationale",BlancheDespins@superrito.com,166,"5' 5"""
female,Maryse,Moquin,5/25/1982,"22 rue La Boétie",MaryseMoquin@cuvox.de,166,"5' 5"""
female,Maryse,Guertin,4/26/1932,"21 place de Miremont",MaryseGuertin@armyspy.com,155,"5' 1"""
female,Yvette,Boisvert,5/11/1978,"83 rue Grande Fusterie",YvetteBoisvert@rhyta.com,155,"5' 1"""
female,Cammile,Laux,9/4/1996,"46 rue Victor Hugo",CammileLaux@gustr.com,158,"5' 2"""
female,Paulette,Deschênes,10/15/1935,"46 rue Pierre De Coubertin",PauletteDeschenes@teleworm.us,160,"5' 3"""
male,Gabriel,Berger,3/6/1955,"88 Rue Frédéric Chopin",GabrielBerger@teleworm.us,166,"5' 5"""
female,Antoinette,Bonsaint,7/20/1965,"20 place de Miremont",AntoinetteBonsaint@dayrep.com,155,"5' 1"""
male,Harcourt,Barrière,9/5/1932,"76 rue du Clair Bocage",HarcourtBarriere@cuvox.de,183,"6' 0"""
female,Delmare,Côté,1/4/1962,"29 rue des Lacs",DelmareCote@dayrep.com,154,"5' 1"""
female,Liane,Pellerin,12/13/1973,"66 rue Descartes",LianePellerin@armyspy.com,155,"5' 1"""
female,Françoise,Rouze,12/5/1991,"15 Rue Roussy",FrancoiseRouze@rhyta.com,158,"5' 2"""
female,Dielle,Drouin,8/3/1938,"59 Place de la Madeleine",DielleDrouin@dayrep.com,153,"5' 0"""
male,Oliver,Bellefeuille,8/21/1972,"68 rue de Raymond Poincaré",OliverBellefeuille@gustr.com,189,"6' 2"""
male,Ferrau,Briard,9/22/1971,"36 rue de la Mare aux Carats",FerrauBriard@armyspy.com,184,"6' 0"""
female,Belisarda,Lafontaine,8/18/1951,"7 boulevard Bryas",BelisardaLafontaine@armyspy.com,152,"5' 0"""
female,Avril,Sirois,5/28/1983,"1 rue de l'Aigle",AvrilSirois@cuvox.de,155,"5' 1"""
female,Isabelle,Thivierge,12/26/1986,"71 quai Saint-Nicolas",IsabelleThivierge@superrito.com,156,"5' 1"""
female,Colette,Boisvert,5/21/1930,"14 Place de la Gare",ColetteBoisvert@superrito.com,155,"5' 1"""
female,Constance,Lamy,4/18/1942,"81 Avenue Millies Lacroix",ConstanceLamy@armyspy.com,163,"5' 4"""
male,Senior,Salois,7/2/1987,"17 boulevard d'Alsace",SeniorSalois@teleworm.us,185,"6' 1"""
male,Millard,Bérubé,8/27/1951,"48 Chemin des Bateliers",MillardBerube@armyspy.com,185,"6' 1"""
female,Rosamonde,Doyon,10/11/1937,"5 boulevard de la Liberation",RosamondeDoyon@teleworm.us,160,"5' 3"""
female,Anouk,Archambault,11/23/1963,"49 rue de Raymond Poincaré",AnoukArchambault@superrito.com,153,"5' 0"""
male,Bernard,Auclair,7/15/1955,"12 rue Marguerite",BernardAuclair@einrot.com,184,"6' 0"""
female,Caroline,Patel,1/22/1960,"52 rue Cazade",CarolinePatel@fleckens.hu,156,"5' 1"""
male,Porter,Lajoie,7/25/1998,"27 Chemin Des Bateliers",PorterLajoie@superrito.com,187,"6' 2"""
female,Galatee,Laframboise,3/28/1981,"90 boulevard Aristide Briand",GalateeLaframboise@armyspy.com,161,"5' 3"""
female,Fusberta,"de Chateaub",1/6/1939,"96 avenue du Marechal Juin",FusbertadeChateaub@teleworm.us,154,"5' 1"""
female,Agathe,Arcouet,1/20/1963,"75 rue de Raymond Poincaré",AgatheArcouet@jourrapide.com,161,"5' 3"""
female,Arlette,Caya,5/12/1987,"8 rue Charles Corbeau",ArletteCaya@fleckens.hu,166,"5' 5"""
male,Thierry,Labbé,10/8/1995,"35 Place Charles de Gaulle",ThierryLabbe@superrito.com,183,"6' 0"""
male,Telford,Covillon,10/27/1945,"73 rue du Château",TelfordCovillon@cuvox.de,185,"6' 1"""
female,Aurore,Caisse,5/27/1992,"94 Place de la Gare",AuroreCaisse@dayrep.com,156,"5' 1"""
female,Yolette,Ducharme,4/6/1930,"42 rue de l'Epeule",YoletteDucharme@einrot.com,154,"5' 1"""
female,Jacqueline,Asselin,9/10/1959,"35 rue Jean-Monnet",JacquelineAsselin@dayrep.com,161,"5' 3"""
female,Holly,Renaud,6/5/1931,"10 rue Marguerite",HollyRenaud@gustr.com,166,"5' 5"""
male,Vaden,Sabourin,7/26/1930,"8 rue Porte d'Orange",VadenSabourin@teleworm.us,166,"5' 5"""
female,Carole,Bouchard,11/20/1947,"54 place Maurice-Charretier",CaroleBouchard@jourrapide.com,156,"5' 1"""
male,Ganelon,Devoe,7/10/1988,"57 route de Lyon",GanelonDevoe@einrot.com,183,"6' 0"""
female,Fabienne,Lanteigne,11/22/1942,"53 rue Pierre Motte",FabienneLanteigne@superrito.com,157,"5' 2"""
male,Somer,Dandonneau,7/15/1982,"53 Place Napoléon",SomerDandonneau@superrito.com,189,"6' 2"""
female,"La Roux",Sanschagrin,7/3/1967,"73 Rue Hubert de Lisle",LaRouxSanschagrin@fleckens.hu,166,"5' 5"""
female,Cosette,Bédard,2/2/1965,"32 route de Lyon",CosetteBedard@teleworm.us,158,"5' 2"""
female,Alice,"De La Ronde",12/4/1950,"66 avenue du Marechal Juin",AliceDeLaRonde@teleworm.us,158,"5' 2"""
male,Garland,Gregoire,6/22/1999,"9 rue Beauvau",GarlandGregoire@teleworm.us,182,"6' 0"""
female,Joy,Lajoie,9/24/1977,"42 place Stanislas",JoyLajoie@teleworm.us,163,"5' 4"""
male,Étienne,Nadeau,7/24/1970,"81 Chemin Challet",EtienneNadeau@fleckens.hu,185,"6' 1"""
female,Agate,Quenneville,1/27/2001,"10 rue Bonneterie",AgateQuenneville@cuvox.de,154,"5' 1"""
male,Byron,Laliberté,2/24/1963,"59 Avenue des Tuileries",ByronLaliberte@gustr.com,188,"6' 2"""
female,Noelle,Lemelin,1/18/1940,"41 rue de la République",NoelleLemelin@fleckens.hu,156,"5' 1"""
female,Patience,Guernon,12/5/1959,"14 rue Banaudon",PatienceGuernon@einrot.com,153,"5' 0"""
female,Charmaine,Busson,11/26/1958,"70 avenue du Marechal Juin",CharmaineBusson@gustr.com,166,"5' 5"""
female,Kari,Descoteaux,8/18/1989,"49 rue de Raymond Poincaré",KariDescoteaux@dayrep.com,156,"5' 1"""
female,Alice,Plante,3/12/1957,"55 rue Jean-Monnet",AlicePlante@jourrapide.com,158,"5' 2"""
female,Clementine,Poulin,6/6/1995,"13 rue Gustave Eiffel",ClementinePoulin@cuvox.de,158,"5' 2"""
female,Élisabeth,Duffet,9/7/1980,"98 rue des six frères Ruellan",ElisabethDuffet@gustr.com,155,"5' 1"""
male,Huon,Dupéré,3/27/1986,"51 place Stanislas",HuonDupere@jourrapide.com,183,"6' 0"""
female,Raina,Devost,1/17/1989,"90 place Stanislas",RainaDevost@teleworm.us,154,"5' 1"""
male,Sacripant,Paré,5/11/1959,"86 boulevard Albin Durand",SacripantPare@einrot.com,187,"6' 2"""
female,Eulalie,Mireault,1/13/1976,"88 Chemin Des Bateliers",EulalieMireault@dayrep.com,161,"5' 3"""
female,Pensee,Charlesbois,12/18/1997,"25 rue Goya",PenseeCharlesbois@armyspy.com,155,"5' 1"""
female,Andrée,Favreau,9/20/1944,"31 rue Bonneterie",AndreeFavreau@superrito.com,166,"5' 5"""
female,"La Roux",Grandbois,10/30/1939,"56 rue Jean-Monnet",LaRouxGrandbois@fleckens.hu,163,"5' 4"""
female,Laurene,Demers,11/3/1943,"6 rue Beauvau",LaureneDemers@jourrapide.com,160,"5' 3"""
male,Ranger,Landry,1/24/1982,"17 rue de l'Aigle",RangerLandry@superrito.com,182,"6' 0"""
female,Genevre,Pichette,10/31/1942,"8 rue La Boétie",GenevrePichette@cuvox.de,156,"5' 1"""
female,Joséphine,Narcisse,11/10/1954,"83 rue de Geneve",JosephineNarcisse@teleworm.us,153,"5' 0"""
female,Gallia,Labonté,11/7/1960,"93 rue Michel Ange",GalliaLabonte@fleckens.hu,154,"5' 1"""
female,Creissant,Goulet,10/11/1935,"43 rue de Groussay",CreissantGoulet@superrito.com,161,"5' 3"""
female,Élise,Savoie,2/23/1972,"12 route de Lyon",EliseSavoie@fleckens.hu,158,"5' 2"""
female,Élise,Pelland,2/23/1952,"86 rue Ernest Renan",ElisePelland@cuvox.de,152,"5' 0"""
male,Christien,Laramée,5/25/1939,"21 Avenue Millies Lacroix",ChristienLaramee@rhyta.com,184,"6' 0"""
female,Cosette,Busson,4/20/1957,"63 avenue de Bouvines",CosetteBusson@jourrapide.com,156,"5' 1"""
male,Jacques,Ruel,6/28/1973,"47 cours Jean Jaures",JacquesRuel@dayrep.com,184,"6' 0"""
female,Agnès,Boisclair,10/5/1941,"20 rue Victor Hugo",AgnesBoisclair@dayrep.com,155,"5' 1"""
female,Olympia,Perreault,10/17/1947,"44 rue Isambard",OlympiaPerreault@superrito.com,156,"5' 1"""
male,Verney,Galarneau,10/31/1964,"74 avenue Jules Ferry",VerneyGalarneau@jourrapide.com,183,"6' 0"""
female,Astrid,Bazinet,4/14/1986,"53 rue de la Mare aux Carats",AstridBazinet@cuvox.de,157,"5' 2"""
female,Logistilla,Dodier,3/22/2000,"14 avenue de l'Amandier",LogistillaDodier@cuvox.de,152,"5' 0"""
male,Norris,Abril,9/23/1995,"21 Rue du Palais",NorrisAbril@rhyta.com,187,"6' 2"""
female,Yvette,Godin,3/2/1994,"25 Avenue Millies Lacroix",YvetteGodin@dayrep.com,156,"5' 1"""
male,Loring,Therrien,3/17/1945,"37 rue de Groussay",LoringTherrien@cuvox.de,182,"6' 0"""
male,Ranger,Carrière,7/10/1943,"10 rue Grande Fusterie",RangerCarriere@rhyta.com,182,"6' 0"""
female,Raison,Morel,1/8/1932,"54 Rue Bonnet",RaisonMorel@einrot.com,166,"5' 5"""
female,Blanchefle,Deserres,12/27/1953,"96 rue Grande Fusterie",BlanchefleDeserres@armyspy.com,158,"5' 2"""
male,Frédéric,Martin,7/7/1958,"32 rue Gouin de Beauchesne",FredericMartin@superrito.com,187,"6' 2"""
female,Sophie,"de Brisay",7/15/1939,"36 Avenue des Pr'es",SophiedeBrisay@fleckens.hu,155,"5' 1"""
male,Thierry,Chenard,1/21/1981,"86 Rue Joseph Vernet",ThierryChenard@fleckens.hu,182,"6' 0"""
male,Fiacre,Corbin,7/7/1945,"89 Chemin des Bateliers",FiacreCorbin@teleworm.us,185,"6' 1"""
male,Marcel,Busque,3/9/1995,"8 rue Gontier-Patin",MarcelBusque@einrot.com,166,"5' 5"""
female,Brie,Cressac,8/12/1988,"83 rue Michel Ange",BrieCressac@dayrep.com,155,"5' 1"""
female,Comforte,Marcheterre,8/29/1933,"82 rue Michel Ange",ComforteMarcheterre@fleckens.hu,161,"5' 3"""
male,Gilbert,Beaulé,5/30/1958,"18 rue Grande Fusterie",GilbertBeaule@einrot.com,183,"6' 0"""
female,Melisande,Huard,2/11/1951,"17 Rue Roussy",MelisandeHuard@fleckens.hu,155,"5' 1"""
male,Didier,Bonami,4/22/1935,"57 rue Descartes",DidierBonami@dayrep.com,184,"6' 0"""
male,Telford,Lacasse,10/27/1959,"16 rue Sébastopol",TelfordLacasse@rhyta.com,186,"6' 1"""
female,Pauline,Dodier,1/1/1997,"61 rue La Boétie",PaulineDodier@gustr.com,156,"5' 1"""
female,Cher,Jodion,5/11/2001,"76 rue des Soeurs",CherJodion@jourrapide.com,157,"5' 2"""
male,Leverett,Caya,10/26/1985,"42 Avenue des Tuileries",LeverettCaya@fleckens.hu,186,"6' 1"""
male,Sébastien,Chabot,4/20/1984,"61 Rue du Palais",SebastienChabot@dayrep.com,184,"6' 0"""
male,Perrin,Neufville,10/9/1939,"11 rue Léon Dierx",PerrinNeufville@teleworm.us,183,"6' 0"""
male,Anton,Cailot,11/19/1984,"78 avenue Ferdinand de Lesseps",AntonCailot@rhyta.com,189,"6' 2"""
male,William,Monrency,7/14/1979,"11 Rue Roussy",WilliamMonrency@einrot.com,184,"6' 0"""
female,Belisarda,Tisserand,9/7/1940,"92 rue de la Boétie",BelisardaTisserand@einrot.com,152,"5' 0"""
female,Charlotte,Chalut,7/19/1939,"12 Place de la Gare",CharlotteChalut@jourrapide.com,153,"5' 0"""
female,Prunella,Clavette,7/18/1937,"90 rue Saint Germain",PrunellaClavette@dayrep.com,158,"5' 2"""
male,Pascal,Fluet,4/13/1979,"68 rue Jean Vilar",PascalFluet@rhyta.com,189,"6' 2"""
female,Agnès,Despins,10/26/1995,"51 rue Pierre De Coubertin",AgnesDespins@gustr.com,154,"5' 1"""
female,Maureen,Gregoire,7/26/1987,"81 boulevard Aristide Briand",MaureenGregoire@gustr.com,158,"5' 2"""
male,Bellamy,Caron,3/22/1984,"52 rue Sébastopol",BellamyCaron@cuvox.de,184,"6' 0"""
male,Raymond,Arnoux,11/29/1954,"10 rue Cazade",RaymondArnoux@einrot.com,185,"6' 1"""
female,Arienne,Laberge,12/12/2000,"93 Rue St Ferréol",ArienneLaberge@cuvox.de,155,"5' 1"""
female,Clarimunda,Josseaume,10/16/1937,"16 avenue Jean Portalis",ClarimundaJosseaume@einrot.com,153,"5' 0"""
female,Noémi,Lagacé,9/3/1941,"60 rue Reine Elisabeth",NoemiLagace@jourrapide.com,156,"5' 1"""
male,Archard,Lafrenière,3/20/1952,"65 rue des Soeurs",ArchardLafreniere@gustr.com,166,"5' 5"""
male,Peppin,Labossière,2/17/1989,"8 Faubourg Saint Honoré",PeppinLabossiere@rhyta.com,183,"6' 0"""
female,Maryse,Ruais,7/30/1944,"96 rue de l'Aigle",MaryseRuais@dayrep.com,153,"5' 0"""
male,Namo,Bureau,12/5/1937,"12 Rue du Palais",NamoBureau@gustr.com,163,"5' 4"""
male,Rabican,Gougeon,2/23/1998,"31 rue des lieutemants Thomazo",RabicanGougeon@armyspy.com,189,"6' 2"""
female,Belle,Lemieux,3/9/1996,"44 route de Lyon",BelleLemieux@gustr.com,160,"5' 3"""
male,Porter,Jalbert,11/22/1956,"67 quai Saint-Nicolas",PorterJalbert@fleckens.hu,183,"6' 0"""
female,Halette,Dodier,7/31/1935,"40 rue Sadi Carnot",HaletteDodier@jourrapide.com,156,"5' 1"""
female,Lotye,Norbert,11/7/1959,"86 rue des Lacs",LotyeNorbert@fleckens.hu,153,"5' 0"""
male,Talon,Jardine,4/14/1948,"18 rue Nationale",TalonJardine@fleckens.hu,185,"6' 1"""
male,Javier,Montminy,8/18/1949,"89 rue de la Boétie",JavierMontminy@jourrapide.com,184,"6' 0"""
female,Joséphine,Duplanty,4/4/1989,"46 Place de la Madeleine",JosephineDuplanty@superrito.com,163,"5' 4"""
female,Noémi,Fortier,3/29/1931,"44 rue Nationale",NoemiFortier@einrot.com,160,"5' 3"""
male,Romain,Lalonde,5/19/1949,"42 Place de la Madeleine",RomainLalonde@jourrapide.com,185,"6' 1"""
female,Sylvie,Frappier,3/6/1953,"93 Place de la Gare",SylvieFrappier@dayrep.com,157,"5' 2"""
female,Yolande,D'Aoust,6/7/1945,"42 rue de la République",YolandeDAoust@rhyta.com,163,"5' 4"""
female,Roux,Michel,8/1/1971,"97 rue de la Boétie",RouxMichel@rhyta.com,157,"5' 2"""
male,Dreux,Duplanty,10/26/1973,"78 rue Descartes",DreuxDuplanty@teleworm.us,187,"6' 2"""
female,Favor,Beaulac,2/1/1970,"54 Rue Bonnet",FavorBeaulac@superrito.com,163,"5' 4"""
male,Rabican,Givry,5/4/1991,"68 cours Jean Jaures",RabicanGivry@dayrep.com,189,"6' 2"""
male,Dominique,Duranseau,3/5/1948,"76 rue Marguerite",DominiqueDuranseau@gustr.com,185,"6' 1"""
female,Amitee,Labossière,2/16/1997,"75 rue du Fossé des Tanneurs",AmiteeLabossiere@gustr.com,161,"5' 3"""
male,Perrin,Guilmette,7/13/2000,"33 rue Goya",PerrinGuilmette@gustr.com,160,"5' 3"""
male,Gabriel,Labbé,6/18/1976,"60 boulevard de la Liberation",GabrielLabbe@fleckens.hu,183,"6' 0"""
male,Bruce,Lauzier,8/6/1958,"56 rue des six frères Ruellan",BruceLauzier@einrot.com,187,"6' 2"""
female,Fifine,Vadeboncoeur,6/13/1957,"15 rue Marie de Médicis",FifineVadeboncoeur@jourrapide.com,154,"5' 1"""
female,Alphonsine,Veilleux,8/7/1969,"97 rue des six frères Ruellan",AlphonsineVeilleux@teleworm.us,155,"5' 1"""
female,Annette,Chouinard,10/14/1936,"74 rue Petite Fusterie",AnnetteChouinard@dayrep.com,163,"5' 4"""
female,Chantal,Rivière,1/7/1948,"3 rue de l'Epeule",ChantalRiviere@rhyta.com,158,"5' 2"""
female,Clothilde,Verreau,2/24/1965,"94 rue Gontier-Patin",ClothildeVerreau@fleckens.hu,155,"5' 1"""
female,Calandre,Josseaume,8/21/1962,"77 rue du Clair Bocage",CalandreJosseaume@jourrapide.com,156,"5' 1"""
female,Clémence,Rousseau,10/9/1931,"41 Chemin Du Lavarin Sud",ClemenceRousseau@gustr.com,152,"5' 0"""
male,Ignace,Boucher,9/2/1938,"34 rue Goya",IgnaceBoucher@gustr.com,163,"5' 4"""
male,Gifford,Hébert,8/26/1945,"12 Rue Bonnet",GiffordHebert@rhyta.com,163,"5' 4"""
male,Warrane,Aubin,7/1/1930,"25 rue Sadi Carnot",WarraneAubin@fleckens.hu,166,"5' 5"""
female,Laurene,Nadeau,5/8/1998,"59 rue Sadi Carnot",LaureneNadeau@fleckens.hu,163,"5' 4"""
male,Marmion,Grenier,11/21/1992,"69 rue Porte d'Orange",MarmionGrenier@jourrapide.com,189,"6' 2"""
male,Robert,Dennis,7/12/1946,"94 rue des Lacs",RobertDennis@fleckens.hu,166,"5' 5"""
male,Lucas,Langlais,1/9/2002,"42 boulevard de la Liberation",LucasLanglais@armyspy.com,161,"5' 3"""
male,Georges,Labrecque,12/17/1949,"69 Rue Marie De Médicis",GeorgesLabrecque@superrito.com,166,"5' 5"""
male,Brice,David,8/2/1975,"1 Avenue des Pr'es",BriceDavid@teleworm.us,188,"6' 2"""
female,Minette,Authier,12/17/1951,"57 rue Bonneterie",MinetteAuthier@armyspy.com,156,"5' 1"""
male,Franck,"De La Ronde",12/19/1980,"84 Rue de la Pompe",FranckDeLaRonde@superrito.com,186,"6' 1"""
female,Belda,Hughes,7/20/1945,"81 place Maurice-Charretier",BeldaHughes@dayrep.com,157,"5' 2"""
male,Louis,Chalifour,2/26/2000,"65 Avenue Millies Lacroix",LouisChalifour@superrito.com,183,"6' 0"""
female,Nicole,Migneault,2/4/1971,"48 rue du Général Ailleret",NicoleMigneault@jourrapide.com,160,"5' 3"""
male,Sacripant,Phaneuf,5/14/2000,"34 rue du Château",SacripantPhaneuf@gustr.com,183,"6' 0"""
female,Hortense,Pitre,5/8/1991,"7 rue de la Boétie",HortensePitre@jourrapide.com,158,"5' 2"""
female,Pénélope,Chenard,5/16/1967,"68 rue des Soeurs",PenelopeChenard@jourrapide.com,153,"5' 0"""
female,Esperanza,Charlesbois,3/10/1988,"89 avenue de Provence",EsperanzaCharlesbois@teleworm.us,158,"5' 2"""
male,Fletcher,Brian,5/28/1955,"34 Place du Jeu de Paume",FletcherBrian@einrot.com,186,"6' 1"""
female,Cendrillon,Louis,12/15/1939,"98 boulevard d'Alsace",CendrillonLouis@dayrep.com,153,"5' 0"""
male,Mandel,Franchet,12/5/1973,"48 rue Descartes",MandelFranchet@armyspy.com,184,"6' 0"""
female,Falerina,Charette,1/17/1983,"7 cours Jean Jaures",FalerinaCharette@teleworm.us,163,"5' 4"""
female,Catherine,Cuillerier,5/16/1968,"2 rue de la République",CatherineCuillerier@cuvox.de,157,"5' 2"""
female,Joanna,Desilets,3/9/1975,"71 boulevard Amiral Courbet",JoannaDesilets@cuvox.de,155,"5' 1"""
female,Michèle,Lafontaine,12/27/1931,"14 rue Sadi Carnot",MicheleLafontaine@jourrapide.com,154,"5' 1"""
female,Agate,Richer,4/28/1951,"15 rue de Geneve",AgateRicher@einrot.com,166,"5' 5"""
male,Gifford,Corbin,5/2/1953,"48 Rue St Ferréol",GiffordCorbin@teleworm.us,182,"6' 0"""
male,Honoré,Bussière,3/22/1931,"83 route de Lyon",HonoreBussiere@fleckens.hu,182,"6' 0"""
male,Eugène,Bousquet,4/13/1952,"31 Place de la Gare",EugeneBousquet@einrot.com,184,"6' 0"""
female,Alacoque,Tremblay,9/11/2001,"23 Quai des Belges",AlacoqueTremblay@jourrapide.com,157,"5' 2"""
female,Henriette,Fecteau,6/26/1945,"84 avenue Voltaire",HenrietteFecteau@fleckens.hu,153,"5' 0"""
female,Blondelle,Plourde,9/15/1961,"35 rue des six frères Ruellan",BlondellePlourde@einrot.com,166,"5' 5"""
male,Tanguy,Narcisse,6/1/1941,"39 rue Lenotre",TanguyNarcisse@teleworm.us,166,"5' 5"""
male,Chapin,Vaillancourt,3/24/1938,"8 Rue Roussy",ChapinVaillancourt@armyspy.com,166,"5' 5"""
male,Ferragus,LaGrande,3/17/1948,"3 Chemin des Bateliers",FerragusLaGrande@cuvox.de,183,"6' 0"""
female,Clémence,Aupry,5/30/1958,"27 rue Gouin de Beauchesne",ClemenceAupry@armyspy.com,156,"5' 1"""
female,Lotye,Paquet,7/4/1993,"39 Rue Roussy",LotyePaquet@jourrapide.com,157,"5' 2"""
male,Amaury,Nadeau,4/3/2001,"69 Chemin Du Lavarin Sud",AmauryNadeau@teleworm.us,152,"5' 0"""
male,Charles,Bourgeau,10/26/1945,"8 rue du Général Ailleret",CharlesBourgeau@gustr.com,184,"6' 0"""
male,Marshall,Auger,10/13/1948,"53 quai Saint-Nicolas",MarshallAuger@armyspy.com,166,"5' 5"""
male,Zacharie,Fortier,7/20/1976,"36 rue du Fossé des Tanneurs",ZacharieFortier@cuvox.de,185,"6' 1"""
male,Odo,Chalut,5/13/1956,"9 Faubourg Saint Honoré",OdoChalut@rhyta.com,166,"5' 5"""
female,Susanne,Jodoin,1/9/1996,"46 rue des Dunes",SusanneJodoin@cuvox.de,161,"5' 3"""
male,Millard,Josseaume,7/15/1996,"78 Rue de Verdun",MillardJosseaume@dayrep.com,186,"6' 1"""
male,Barry,Rancourt,3/24/1988,"43 rue Grande Fusterie",BarryRancourt@teleworm.us,183,"6' 0"""
female,Arnaude,Massé,10/12/1968,"24 Chemin Challet",ArnaudeMasse@rhyta.com,158,"5' 2"""
male,Gaspar,Tardif,5/29/1965,"29 Rue du Limas",GasparTardif@einrot.com,188,"6' 2"""
female,Roxanne,Duclos,10/9/1971,"23 rue du Fossé des Tanneurs",RoxanneDuclos@gustr.com,157,"5' 2"""
female,Romaine,Leclerc,10/22/1956,"64 Place Charles de Gaulle",RomaineLeclerc@teleworm.us,157,"5' 2"""
female,Lundy,St-Jean,1/11/1932,"84 rue de l'Aigle",LundySt-Jean@jourrapide.com,163,"5' 4"""
male,Ferrau,Laliberté,12/11/1997,"76 rue Cazade",FerrauLaliberte@dayrep.com,188,"6' 2"""
female,Valérie,Gaillou,7/26/1979,"33 rue Bonneterie",ValerieGaillou@einrot.com,166,"5' 5"""
female,Audrey,Monrency,5/4/1998,"61 boulevard Albin Durand",AudreyMonrency@rhyta.com,158,"5' 2"""
female,Orlene,Chouinard,9/9/1932,"53 boulevard de Prague",OrleneChouinard@fleckens.hu,155,"5' 1"""
female,Mirabelle,Echeverri,4/6/1964,"41 avenue de Bouvines",MirabelleEcheverri@cuvox.de,160,"5' 3"""
female,Anouk,Bourassa,7/23/1951,"41 rue de l'Epeule",AnoukBourassa@jourrapide.com,156,"5' 1"""
male,Aloin,Abril,12/19/1987,"16 Rue Bonnet",AloinAbril@rhyta.com,187,"6' 2"""
